Word,Freq
impulses,40
rep,3
resentation,1
ayaddill,2
proftered,1
kidnapper,1
arishioners,1
clients,34
jirksvillo,1
altlidiio,1
occujiyiiiij,1
ri??,2
iiiiiicnt,1
staiulin,1
iiupressivu,1
italics,5
niai,1
insig,1
nilicant,1
luunk,1
jolly,96
boniface,2
inhabi,2
lawless,25
cation,7
dissevered,2
avaddlll,1
sudi,2
eayou,1
ditticulty,1
llionsands,1
vagne,1
difticult,1
jste,1
yokk,1
xortlnip,1
lrother,1
vraddill,1
othce,1
sliouhl,1
nire,1
tendered,17
definitely,78
proh,1
ahility,1
unsuccessfully,11
avrare,1
distinc,3
hunkers,5
barnburners,1
grays,4
soilers,2
abolitionists,22
langliingly,1
eccentric,49
preaches,10
abolitionism,2
vehemently,33
fanatic,9
inoffensive,9
aro,1
ument,1
affords,20
mechanic,22
avaddill,2
reflective,14
thougtitfnlly,1
ttliere,1
intellijjence,1
omon,2
inrpiiry,1
wmi,2
veyance,1
addill,1
jstortliup,2
traversing,17
troduction,1
rogator,1
searchingly,9
jmarksville,1
frankly,107
divulged,9
beemed,1
yt,45
jitteinpt,1
wikj,1
cue,16
soloiikni,1
aju,1
jsorthup,1
{uircd,1
imwin,1
pps,1
bueuf,1
solo,15
disnuil,1
emancipation,89
commencemetit,1
piaintance,1
histor},1
arating,1
map,140
chalk,40
peoceedengs,1
plaintitt,1
xortliiip,1
defendant,22
replevin,3
sheritf,1
custody,39
cision,1
hite,1
swim,112
mingly,1
apj,1
ficulties,1
aifairs,1
reposed,18
adviser,26
expediting,1
nvklve,1
slierilt,1
villui,1
jud,1
authori,4
marksvillo,1
cheerfully,104
bail,18
issue,285
involving,24
gested,1
shenff,1
eaking,1
propound,6
corresponded,13
giv,28
conclusive,34
consoling,21
ceding,1
pl,5
vntation,1
aligliting,1
twitching,15
sibly,4
tlcar,1
cliiulrcuv,1
childlidod,1
earod,1
eared,7
lloating,1
louder,120
ilnrij,1
liaiul,1
sherilf,2
elizabetli,1
kddy,1
northu,1
recognizetl,1
ileetixg,1
lut,3
hjnger,1
luxnds,1
essayed,23
partaken,6
griefs,23
susj,1
icion,1
tory,17
shoidd,1
sutiiciently,1
anno,4
ditliculty,1
armful,11
wielding,9
avhien,1
vidual,1
dejionent,1
cw,4
developing,26
pru,2
perraitted,1
leavijii,1
icnow,1
tlum,1
itten,1
tatively,1
haven,354
vehement,38
intinuited,1
slaai,1
unkuttwn,1
erson,1
fret,43
fulness,76
sheriii,1
coulthtt,1
pan,216
confidentially,12
iwunning,1
whis,3
pered,3
rnassa,1
thar,31
ccmie,1
goin,237
complimenting,6
overflowed,11
miio,1
vio,6
lin,21
afiected,1
expi,1
ession,1
missis,29
surly,31
slaate,1
needn,67
cussed,14
tickled,33
inward,125
comfoi,1
caltin,1
streaming,62
gt??,1
neber,1
yqq,1
loj,1
cracked,71
xorthern,1
nian,2
countrv,1
deraetuee,1
iiomt,1
waed,1
fourtli,1
iiis,1
tayh,1
scribed,3
client,165
liti,3
gation,2
surrendered,35
avoy,4
elles,8
iliver,1
ori,2
eans,1
fkeemax,1
gexois,1
descrution,1
interrltted,1
testi,1
mony,8
buuch,1
cf,6
withdraws,6
beth,5
glided,52
iicrha,1
liai,1
lyevkaps,1
ditlicnltv,1
restrainino,1
perliaps,1
iuted,1
freenum,1
citizimw,1
disreputable,24
eecoeder,1
oilleans,1
reputa,3
verj,2
sert,1
certify,24
ilemy,1
northiip,3
esquire,11
inuhitto,1
chestnut,39
jdlace,1
aforesaid,41
unmolested,10
demeaning,1
sth,2
pontchartrain,1
registered,21
tavelvk,1
shivery,2
registry,6
liaps,1
ains,2
projjcr,1
liichiiioud,1
wlu,1
ro,8
avashiugtoii,1
ijurch,1
riadl,1
urn,26
lunuediately,1
ihircli,1
kidnapping,4
goddard,5
imansel,1
nue,2
benjamin,242
isth,1
ajipeared,1
ohio,65
orville,4
burcii,1
istortlmp,1
seph,1
bradh,1
cdark,1
testified,63
ehenezer,1
iladburn,1
swni,1
prosecu,3
dcut,1
avasliington,1
coai,1
featured,16
lan,15
guage,4
housed,22
fendant,2
tivity,1
rowdyisli,1
wtu,1
ontario,13
pou,1
tes,1
tified,1
wiishing,1
oli,1
jection,3
sayings,56
hearsay,9
improper,25
overruled,3
stilting,1
liotel,2
eurch,1
ull,74
bricklayer,7
xmconcern,1
oucjld,1
spree,8
utes,5
bureh,1
purclias,1
jie,2
thoein,1
eitlie,1
threa,1
houi,1
bar,427
hlank,1
bnrch,1
testifying,16
oke,1
fal,4
rication,2
untrue,18
corroborate,10
playiug,1
sliekels,1
thinh,1
takinc,1
mdtness,1
inadmissible,4
oretl,1
lieing,1
disputed,48
luivin,1
edited,113
corrobo,2
testiniitiiy,1
oner,2
exhibiting,24
exphmation,1
duction,5
contended,21
contravention,1
hnoio,1
hecome,1
iurch,1
bills,95
jught,1
establisheil,1
innocently,18
soloiron,1
tlicn,1
uitiilc,1
ellites,1
spired,2
defraud,16
extract,46
ant,73
draavn,1
aliidavit,1
ortliup,1
hini,1
sisted,1
endorse,9
judg,5
liseoiitimiance,1
|ucst,1
olliee,1
helieve,1
allegations,5
graded,5
luimhle,1
heeded,15
pressor,1
mnolng,1
accountability,2
sertion,1
jjerson,1
im}??,1
risonment,1
solutely,1
tliorn,1
jan,11
uary,1
trio,9
fab,1
unfounded,6
prosecuting,11
sulted,3
outrage,44
osure,1
tl,12
fkoil,1
washingtox,1
voluntarilv,1
confederates,49
charging,24
innpelled,1
mitted,8
vail,46
vs,1
philadelphia,133
ances,4
recognize,108
prattling,2
toys,46
womanhood,31
ejed,1
forgetful,26
yeaus,1
graml,1
fatlier,1
chiul,1
liey,1
veil,147
subsided,48
hotisehold,1
crackling,43
ambi,1
writ,61
eay,1
incpiir,1
geograj,1
suiicrings,1
liappened,1
ww,1
erhaps,1
hed,11
jdrominently,1
napped,3
chastened,23
sleeps,35
roaring,94
gipiipiiisjaisli,1
n???€??j,1
rff,1
itri,1
tr??,1
sift,17
????,26
siiste,1
narpor,1
lliar,1
ilear,1
wf,1
iiigin,1
pretry,1
nore,3
effcctuauy,1
iay,1
yorlv,1
enact,1
????,5
inliabitant,1
prisoned,1
territories,38
allegation,3
uig,1
sliall,1
toko,1
siic,1
cm,3
neeossary,1
porson,7
libert},1
hereby,43
ajipoint,1
ntcessjuy,1
eilect,1
restora,3
luriiish,1
instruetiuns,1
coniplish,1
compensiition,1
fonii,1
joumeys,1
prosecuted,17
proceedhigs,1
ection,1
ices,5
inciured,1
uito,1
ettect,1
audited,1
comptroller,2
treasurer,25
easury,1
poses,16
aucut,1
uxccllencij,1
vihage,1
comity,3
memorialist,12
maiden,186
sohjmon,1
remamed,1
tlii,1
adjouiuig,1
columl,1
kidnapj,1
shice,1
miable,1
uiformation,1
ttrr,1
ivciivoj,1
tvoin,1
ille,1
avoyfllos,1
stiite,2
siiid,5
rty,1
rivc,1
vashington,1
sjiid,5
ongfuuy,1
allegar,1
lion,1426
jjrctence,1
reputed,19
sokimon,1
wjvsa,1
inuther,1
uaformed,1
taiiiily,1
restor,25
excellency,64
uy,2
eftect,1
retimi,1
legis,1
lature,1
jvfay,1
etvectually,1
kidiiappd,1
slavi,1
prav,1
appexdix,1
washingliin,1
coinity,1
stale,38
doth,348
depose,10
rneniorial,1
therein,340
contauied,1
ue,2
suliscril,1
charles,479
hughes,10
retiuri,1
egoing,1
teter,3
irolbuook,1
daxikl,1
iioag,1
almox,1
clakk,1
ciiaeles,1
iiltgiies,1
feuris,1
bakee,1
joslail,1
oeville,1
claiik,1
josiah,96
iintus,1
nexed,1
deponent,41
rwklvi,1
reported,142
wtvs,1
shington,1
dec,7
jlens,1
credibly,6
wtongfully,1
memo,1
rial,1
josliii,1
iiand,1
swoni,1
ashington,1
coiuity,1
wite,4
iiuinia,1
vilh,1
aiiuexed,1
depo,2
nent,3
solonaon,1
sai,1
smce,1
receiitly,1
lieves,2
tiis,1
sajs,1
amie,1
nortliup,1
hereto,3
amiexed,1
tmothy,1
timv,1
stoughton,1
wasliington,2
cjoimty,1
coimty,1
meinorial,1
cliildliood,1
sulomoii,1
ivsidfil,1
saiil,1
ashinj,1
tun,5
ouiinties,1
tiiat,4
jsolo,1
rnun,1
eould,1
lather,8
stato,1
jst,1
busijiess,1
slive,1
iot,2
mhich,1
depiwient,1
ponent,1
rocuring,1
fivedom,1
depjnent,1
fiirther,1
sept,9
asei,1
rtained,1
porting,2
jlumon,1
iid,4
larksville,1
louisianii,1
beheves,1
slid,70
aforesiid,1
iikxky,1
noktiiup,1
subscribtnl,1
ayashington,1
cvjiaity,1
nicholas,81
floth,1
ose,1
lilly,3
saith,1375
siid,1
asii,1
nown,2
daugh,2
swears,14
mfancy,1
counties,27
tliatdejxrtient,1
negi,1
jviintus,1
rensselaer,1
slx,1
noktilup,1
iltgiies,1
washbigton,1
ycai,1
iniderstood,1
mmtus,2
}ear,1
conmimiity,1
wjis,1
acquaintan,1
aviiliam,1
icinity,1
puted,2
alintus,1
vote,78
elections,17
qualifica,1
aiine,1
lefl,1
tliercof,1
ec,1
ijelieve,1
fiets,1
paris,363
washuigton,1
illage,1
fifly,1
isiintus,1
acter,3
ctedit,1
executive,62
liereby,1
toing,1
filed,23
nienlioued,1
youk,1
yoric,1
greeting,99
isfactary,1
frt,1
lib,11
ployed,2
resto,1
measiu,1
cs,3
accom,6
plish,1
arpkxdix,1
vnth,1
disjiuu,1
agency,57
eated,1
wlieivof,1
hereunto,7
ftul,1
scril,1
atlixed,1
privy,39
rucules,1
c???€??,1
aristide,1
barl,1
hath,3152
anted,1
hiuit,1
authorizing,6
empowering,1
signing,10
edv,1
afore,81
pursuant,5
commis,2
bemg,1
consenting,13
attorney,127
signod,1
imarksville,1
avoyellos,1
eiglit,1
filly,3
undersigned,4
competent,38
hexky,1
tx,1
ade,47
barbin,2
fflkdlhi,1
iflhiiiiii,1
yj,2
rijljrtmtu,1
???€??,7
jl??,1
iici,1
edgar,36
allan,24
poe,24
raven,43
edition,341
redactor,1
endnotes,1
griswold,8
purloined,8
scheherazade,20
maelstr??m,4
kempelen,18
mesmeric,18
valdemar,29
usher,39
fable,108
masque,4
cask,24
amontillado,20
imp,17
perverse,47
fay,14
assignation,12
pendulum,34
premature,34
arnheim,8
landor,14
berenice,16
eleonora,17
nil,12
sapientiae,4
odiosius,1
acumine,1
nimio,1
seneca,7
gusty,7
twofold,15
meerschaum,5
auguste,1
dupin,35
troisi??me,1
rue,53
dun??t,1
faubourg,5
germain,6
casual,46
eddies,31
morgue,3
marie,82
rog??t,1
coincidence,51
monsieur,184
prefect,29
parisian,26
lamp,430
forebore,5
enkindle,1
legion,14
oddities,7
visiter,10
assassination,27
contemplative,12
puff,58
confided,39
explicit,28
diplomacy,14
ascendancy,13
jeopardized,4
loser,12
boudoir,16
drawer,101
unexposed,2
juncture,42
lynx,10
perceives,6
recognises,2
observes,25
fathoms,49
transactions,27
opens,50
juxtaposition,3
decamped,3
wielded,11
reclaiming,4
whirlwind,54
sagacious,33
bestows,14
departs,6
warned,140
fait,7
neapolitans,1
cabinet,228
ransacking,3
astute,13
unquestionably,30
barely,147
intrigues,10
availability,4
susceptibility,21
waylaid,13
footpads,1
rigorously,9
waylayings,2
whiff,10
doggrel,2
dolt,6
permits,14
accurate,87
fiftieth,10
cabinets,8
cushions,30
probed,16
needles,28
similarly,35
cavity,14
bedposts,1
wadding,7
compressed,70
spiral,26
knitting,50
rungs,3
jointings,1
disturbance,74
detect,52
obvious,298
glueing,1
insure,26
mirrors,25
carpets,43
compartments,23
scrutinized,22
include,31
bricks,78
undisturbed,38
package,20
parcel,82
admeasurement,4
bindings,4
meddled,4
volumes,113
binder,3
longitudinally,4
explored,35
miscalculation,4
internal,49
overreaching,3
francs,99
doubled,62
trebled,6
drawlingly,1
whiffs,9
abernethy,4
miser,53
astounded,29
speechless,54
pauses,19
unlocking,14
escritoire,1
functionary,4
scrambling,6
unceremoniously,8
inapplicable,5
procrustean,1
adapts,2
errs,5
schoolboy,19
reasoner,31
marbles,14
guesser,1
allude,33
astuteness,5
opponents,53
arrant,6
simpleton,24
opponent,64
asks,75
replies,34
guesses,13
identification,19
response,104
spurious,7
profundity,6
rochefoucault,1
bougive,1
machiavelli,4
campanella,2
admeasured,1
cohort,2
advert,2
felon,20
foils,2
exaggerate,16
probing,12
scrutinizing,18
tenor,30
recherch??s,1
nooks,12
intellects,21
recherch??,1
presumable,1
acumen,4
seekers,24
amounts,39
policial,3
renown,74
fools,140
poets,91
distributio,1
medii,1
inferring,1
learnedly,4
differential,3
calculus,2
mathematician,13
digested,18
mathematical,32
??,28
pari??r,1
quoting,11
chamfort,1
que,17
toute,3
id??e,1
publique,1
convention,132
re??ue,1
est,74
sottise,1
elle,2
convenue,1
nombre,1
mathematicians,6
promulgate,2
promulgation,3
algebra,18
originators,2
applicability,3
latin,129
ambitus,1
religio,9
homines,1
honesti,1
honorablemen,1
algebraists,2
abstractly,2
logical,71
educed,1
logic,91
abstract,35
egregious,17
universality,7
axioms,7
aggregated,1
chemistry,83
axiom,13
fails,51
values,17
argues,6
imagines,8
bryant,13
mythology,7
mentions,24
analogous,22
pagan,15
inferences,27
pagans,4
addling,3
clandestinely,8
px,2
unconditionally,4
courtier,18
intriguant,1
absences,3
aids,27
ruses,3
detailing,9
searches,10
imperatively,6
recess,26
closets,11
probes,1
gimlets,4
microscopes,4
convulsions,18
analogies,3
immaterial,19
rhetorical,8
dogma,9
simile,17
embellish,15
inerti??,1
physics,44
metaphysics,5
commensurate,7
vaster,5
puzzles,15
chart,54
novice,23
embarrass,9
lettered,6
adept,12
selects,2
placards,6
dint,42
oversight,32
inapprehension,1
obtrusively,2
palpably,6
discriminating,13
spectacles,78
ministerial,7
pretending,82
miscellaneous,28
trumpery,7
fillagree,1
pasteboard,8
soiled,23
crumpled,28
cipher,47
conspicuously,17
diminutive,20
ducal,5
superscription,18
markedly,10
radicalness,2
inconsistent,27
methodical,20
suggestive,72
delude,17
beholder,10
worthlessness,2
hyper,1
obtrusive,6
corroborative,1
riveted,38
edges,74
chafed,10
folder,1
refolded,3
creases,17
glove,65
shoutings,10
mob,43
fac,4
externals,5
imitating,14
musket,33
fired,171
lunatic,40
drunkard,46
prepossessions,7
partisan,9
unaware,33
exactions,4
downfall,20
precipitate,31
facilis,1
descensus,1
averni,1
catalani,2
monstrum,1
horrendum,1
defied,39
vienna,47
humoredly,3
outwitted,18
ms,20
dessein,1
funeste,2
digne,2
atr??e,2
thyeste,1
crebillon,1
oriental,51
tellmenow,1
isitsoornot,7
zohar,5
simeon,66
jochaides,1
europe,345
curiosities,36
vizier,19
depicted,22
arabian,49
denouement,3
inaccurate,9
refer,87
pardoned,15
monarch,65
vow,160
prophet,380
dominions,20
executioner,10
devout,51
depopulating,1
heroines,3
deputes,1
accepts,24
iota,6
despite,136
nill,2
politic,11
damsel,72
wring,34
digestion,15
narrating,10
undertone,20
bowstrung,2
postpone,36
fulfilment,35
intricacies,6
clockwork,5
indigo,20
bowstringing,1
expiration,21
absolved,8
breaks,62
outright,31
confessor,11
lineally,1
eden,42
triumphed,37
tariff,6
repealed,2
correcting,5
mieux,3
proverb,41
ennemi,1
bien,4
inherited,45
verbatim,10
bowstring,3
indiscretion,39
withholding,6
snores,5
sinbad,13
adventures,234
allah,13
pinch,135
pinched,27
snoring,26
hoo,11
arabic,14
snore,16
acquainting,8
sands,52
buzzing,43
humming,53
swiftness,28
illuminating,21
loftiest,15
munificent,9
caliphs,4
begirdled,1
billows,75
flat,377
spines,11
dragon,61
eyebrow,8
necromancy,6
fins,130
web,53
seashell,11
eels,33
tail,501
nostrils,88
puffed,66
wretches,26
laughably,1
turbans,9
contrivances,27
collars,34
badges,10
stiffer,4
victims,91
puggish,1
snubby,1
emitted,6
harsh,81
swooning,7
affright,35
trepidation,22
demon,47
sulphur,15
genii,13
infest,16
nibbling,7
stingings,1
vengeful,10
hotly,21
boats,209
repented,62
tokens,31
rudiments,8
denominate,1
washish,2
squashish,2
squeak,28
diddle,16
grunt,6
unt,3
hiss,35
fiss,1
whiss,1
pardons,8
majesty,260
conversant,19
neighs,3
connecting,26
rooster,14
circumnavigating,1
strain,166
relates,57
caliph,16
colony,52
mannered,13
shivered,45
cave,331
damascus,106
bagdad,5
myriads,41
pyramids,17
ebony,27
swarming,28
torrents,38
abyss,38
blotted,39
darkest,27
whitest,4
voyage,379
luxuriant,55
dee,32
meandered,2
amber,18
perpendicular,28
blossoming,13
gorgeous,55
humph,26
scythes,1
caverns,22
funnel,175
precipitating,5
dens,17
carcasses,9
pooh,43
glowed,68
detestable,30
enslaving,2
confining,8
prisons,27
erudition,13
geometry,12
solution,113
researches,41
infinity,25
solutions,13
flock,305
breadth,172
fowl,104
fy,3
rocs,1
biggest,52
domes,18
seraglio,11
fatness,24
roundness,6
striped,39
talons,47
eyrie,3
frightening,40
prey,296
snort,18
solidity,14
fewer,61
magicians,20
stimulate,13
writhings,2
wrigglings,1
domesticated,9
grandest,14
twattle,1
camel,91
lal,1
conjurors,2
chess,34
haroun,11
alraschid,3
magi,13
calculations,50
conjuror,2
intermixed,4
koran,6
overthrew,21
mightiest,15
empires,18
necromancers,1
chibouc,1
converting,11
corpses,29
brandish,12
indite,4
luminary,4
necromantic,2
preposterous,42
incomparably,4
ungentlemanly,6
interruptions,7
conjurers,7
fatality,10
besets,1
fatalities,2
shapes,63
crotchet,2
protuberance,4
ratio,14
bolsters,3
dromedary,3
throttled,3
tightening,9
petulance,23
depriving,11
unsearchableness,1
democritus,3
glanville,1
crag,17
unstring,1
tremble,117
cliff,76
weightier,3
tenure,9
slippery,43
sheer,120
unobstructed,2
precipice,51
crags,11
perilous,30
shrubs,53
divest,15
fancies,96
particularizing,1
norwegian,17
eighth,96
latitude,166
province,117
nordland,1
lofoden,10
helseggen,5
vapor,28
dizzily,7
inky,15
nubian,2
geographer,6
tenebrarum,2
panorama,22
deplorably,5
ramparts,21
beetling,5
surf,41
howling,74
promontory,14
apex,11
bleak,44
discernible,12
surge,28
hideously,19
craggy,17
encompassed,12
gale,111
blowing,131
landward,3
offing,7
reefed,6
trysail,3
hull,149
norwegians,7
vurrgh,5
midway,21
moskoe,19
ambaaren,1
islesen,1
hotholm,1
keildhelm,1
suarven,1
buckholm,1
otterholm,2
flimen,2
sandflesen,2
stockholm,2
moaning,39
buffaloes,30
seamen,80
eastward,89
impetuosity,26
ungovernable,14
seamed,7
scarred,12
phrensied,1
convulsion,33
heaving,49
hissing,83
gyrating,1
vortices,5
plunging,32
assumes,22
precipitous,23
descents,5
whirlpools,5
gyratory,2
germ,25
whirl,56
gleaming,73
fathom,35
jet,56
swaying,51
sweltering,4
appalling,30
shriek,86
cataract,22
niagara,26
lifts,21
rocked,29
scant,28
herbage,12
whirlpool,26
str??m,16
vortex,22
jonas,31
ramus,2
circumstantial,25
impart,54
bewildering,20
confounds,2
ver,17
decreases,9
calmest,5
cataracts,12
leagues,288
relaxes,1
fragments,87
norway,29
yachts,3
whales,165
howlings,4
bellowings,4
disengage,9
firs,24
bristles,10
consist,65
whirled,31
flux,5
reflux,2
sexagesima,1
portions,94
immeasurably,13
sidelong,13
pinnacle,13
phlegethon,3
anecdotes,55
hurricane,46
disappear,54
phenomenon,92
ferroe,1
islands,337
collision,60
precipitates,5
suction,12
encyclop??dia,2
britannica,10
kircher,1
bothnia,1
lee,194
deaden,2
schooner,10
smack,56
tons,104
burthen,17
coastmen,1
cove,57
slack,40
anchorage,13
fouled,9
twentieth,142
gauntlet,123
unmanageable,8
breeze,217
brightly,84
seaman,67
starboard,60
spanked,2
apprehend,23
aback,12
headway,9
proposing,14
astern,55
copper,173
drifting,72
overcast,15
sails,126
cleverly,19
masts,53
mainmast,13
lightest,24
flush,77
batten,1
foundered,18
foresail,4
gunwale,8
grasping,48
bolt,59
mast,94
flurried,12
deluged,4
overboard,83
ague,11
tempest,100
scudded,6
frothing,10
circular,87
rift,14
blazed,35
lustre,26
fob,5
laden,107
landsman,8
ridden,40
swells,29
wave,219
plunge,80
dizzy,29
lids,43
clenched,47
subside,12
larboard,9
shrill,60
surrounds,33
indistinctly,12
skim,15
bubble,21
unmanned,5
paltry,43
keenest,36
towered,14
deafen,3
strangle,8
annoyances,11
felons,3
indulgences,13
careered,3
coop,38
maniac,13
keel,27
swelters,4
tightened,22
barrel,142
sloped,12
footing,69
mist,124
tottering,23
mussulmen,2
pathway,42
clashing,12
yell,78
proportionate,11
dizzying,11
swings,14
jerks,5
staves,57
delirious,39
speculating,13
velocities,2
dutch,86
merchant,147
overtook,57
strewed,19
roughened,3
stuck,212
splinters,9
disfigured,19
spherical,13
cylindrical,9
despairingly,10
lashings,6
precipitated,19
thereabout,4
gyrations,3
chaos,28
momently,5
froth,51
uprise,1
radiantly,5
heaved,41
fishermen,101
traveller,212
arago,9
silliman,1
lieutenant,232
maury,21
speculatively,1
premise,3
cursory,8
denying,39
gleaned,12
unanticipated,3
diary,67
